Geography,Geographic Area Name,Total,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Other race,T_ Hispanic or Latino,T_ White,BP_Total,BP_ Male,BP_ Female,BP_ African American%,BP_ Asian%,BP_ Two or more races%,BP_ Hispanic or Latino%,BP_ White%,T_Households,Households<$10k,Households>$200k,Median income,Mean income,BP_ Total%,state,county
0500000US05047,"Franklin County, Arkansas",16874,8293,8581,54,80,134,17,1289,156,616,14923,3412,1706,1706,87.0,0.0,15.8,9.3,20.6,6705,8.5,3.4,47695,62043,20.2,05,047
0500000US05049,"Fulton County, Arkansas",12010,6049,5961,19,44,4,0,772,5,61,11158,1841,699,1142,31.6,75.0,12.4,19.7,15.5,4780,4.7,0.5,38917,53748,15.3,05,049
0500000US05051,"Garland County, Arkansas",98465,47399,51066,7541,476,725,86,4688,1508,6135,79804,16604,6867,9737,44.3,7.0,28.2,16.7,13.7,43220,6.3,3.4,54229,73126,16.9,05,051
0500000US05053,"Grant County, Arkansas",17811,8965,8846,443,20,64,22,614,185,572,16252,2413,1271,1142,51.2,0.0,3.1,13.6,12.9,6856,3.8,5.4,68598,88493,13.5,05,053
0500000US05055,"Greene County, Arkansas",44942,22303,22639,1070,74,172,67,1759,433,1320,40910,7892,3707,4185,72.6,0.0,34.8,23.5,15.2,17741,6.7,2.3,54879,67548,17.6,05,055
0500000US05057,"Hempstead County, Arkansas",19727,9549,10178,6102,155,38,0,615,1603,2702,10519,4536,1688,2848,39.9,5.3,28.3,36.6,10.0,7355,7.7,3.5,45049,62956,23.0,05,057
0500000US05059,"Hot Spring County, Arkansas",30864,15484,15380,2874,122,83,0,1113,61,1169,25932,6093,2857,3236,28.6,51.8,16.9,51.8,17.1,11900,5.8,1.8,50260,65891,19.7,05,059
0500000US05061,"Howard County, Arkansas",12564,6017,6547,2710,17,104,27,314,1302,1708,7862,2301,820,1481,26.2,0.0,10.2,26.9,14.0,5224,5.0,3.3,44824,61924,18.3,05,061
0500000US05063,"Independence County, Arkansas",36843,18418,18425,622,121,272,124,2302,1424,2598,31355,7124,3589,3535,10.6,0.0,13.3,52.8,16.9,14417,5.6,3.1,52361,71260,19.3,05,063
0500000US05065,"Izard County, Arkansas",12680,6373,6307,9,126,5,0,691,111,329,11622,2503,1207,1296,0.0,0.0,33.6,6.4,19.2,4850,5.4,2.5,46159,64670,19.7,05,065
0500000US05067,"Jackson County, Arkansas",14466,7522,6944,1485,15,19,2,1692,55,477,11172,2957,1244,1713,29.0,0.0,31.1,37.7,17.6,6116,7.7,3.0,41929,57912,20.4,05,067
0500000US05069,"Jefferson County, Arkansas",60595,28630,31965,34451,51,507,207,1701,739,1365,22445,11818,5170,6648,22.7,5.3,32.2,21.9,13.8,24278,8.2,2.9,46855,64705,19.5,05,069
0500000US05071,"Johnson County, Arkansas",25179,12665,12514,317,128,769,60,1991,446,3672,19538,5327,2264,3063,56.5,18.6,11.4,19.6,20.7,9899,9.3,2.0,42470,56684,21.2,05,071
0500000US05073,"Lafayette County, Arkansas",6145,3136,3009,2048,17,61,0,258,95,219,3553,1328,662,666,40.0,0.0,15.5,0.0,12.9,2547,9.1,1.1,40262,56291,21.6,05,073
0500000US05075,"Lawrence County, Arkansas",15694,7812,7882,148,23,10,9,696,36,254,14670,2791,1120,1671,37.8,0.0,18.0,13.4,17.7,6359,5.4,3.3,43606,62355,17.8,05,075
0500000US05077,"Lee County, Arkansas",7111,3401,3710,3947,0,16,0,137,29,222,2848,1964,776,1188,38.9,0.0,27.0,14.0,13.3,2586,13.8,2.8,33801,56868,27.6,05,077
0500000US05079,"Lincoln County, Arkansas",8377,3758,4619,1218,9,0,0,292,247,301,6562,1481,474,1007,34.0,0,9.6,20.3,14.8,3378,5.4,5.2,50526,68575,17.7,05,079
0500000US05081,"Little River County, Arkansas",11768,5675,6093,2131,126,27,0,729,163,482,8515,1394,483,911,25.8,40.7,15.0,12.4,7.8,4734,6.9,2.0,58627,71108,11.8,05,081
0500000US05083,"Logan County, Arkansas",20892,10316,10576,316,89,388,0,1124,159,661,18584,3036,1303,1733,19.0,35.6,17.3,18.9,13.6,8405,5.5,3.1,51131,70242,14.5,05,083
0500000US05085,"Lonoke County, Arkansas",73300,36493,36807,3879,153,739,93,3679,930,3481,62018,8680,3937,4743,28.0,14.9,14.4,21.5,10.1,27582,3.4,6.1,68078,85865,11.8,05,085
0500000US05087,"Madison County, Arkansas",16601,8447,8154,0,61,165,161,2785,213,1055,12570,2731,1360,1371,0,1.2,14.8,19.2,16.8,6250,3.4,4.1,51514,70891,16.5,05,087
0500000US05089,"Marion County, Arkansas",16716,8286,8430,62,69,122,23,555,33,422,15492,2970,1222,1748,100.0,13.1,34.1,21.1,16.8,7140,7.7,2.1,42891,57906,17.8,05,089
0500000US05091,"Miller County, Arkansas",41385,20253,21132,10454,351,148,0,1004,1080,1572,27740,8496,3902,4594,32.9,81.1,18.3,11.1,15.7,15863,10.6,3.4,47613,66142,20.5,05,091
0500000US05093,"Mississippi County, Arkansas",39322,19145,20177,13859,51,164,20,1782,487,1815,22279,8599,3514,5085,32.8,40.9,28.8,30.1,14.0,15005,8.3,5.9,50012,71494,21.9,05,093
0500000US05095,"Monroe County, Arkansas",6685,3212,3473,2924,9,22,0,145,0,0,3585,1592,650,942,42.1,0.0,13.8,0,9.5,2826,10.9,1.3,41786,55658,23.8,05,095
0500000US05097,"Montgomery County, Arkansas",8412,4333,4079,48,86,72,0,317,232,414,7564,1527,881,646,29.2,90.3,45.7,32.9,15.0,3589,6.2,3.8,47103,61955,18.2,05,097
0500000US05099,"Nevada County, Arkansas",8079,3975,4104,2770,10,13,0,138,2,122,5028,2248,1001,1247,40.1,0.0,29.7,1.6,21.8,3154,6.7,1.4,43421,51512,27.8,05,099
0500000US05101,"Newton County, Arkansas",7169,3700,3469,0,88,0,14,335,62,132,6600,814,376,438,0,0,18.2,0.0,11.3,2905,2.9,1.5,50699,65087,11.4,05,101
0500000US05103,"Ouachita County, Arkansas",22180,10793,11387,9109,32,8,0,621,28,585,12071,4230,1946,2284,25.2,62.5,29.5,21.0,13.6,8459,9.0,1.9,47348,62145,19.1,05,103
0500000US05105,"Perry County, Arkansas",9945,5134,4811,200,12,7,0,432,208,323,9034,1526,683,843,6.5,0.0,38.9,15.8,14.7,3829,6.5,2.2,53980,69280,15.3,05,105
0500000US05107,"Phillips County, Arkansas",16242,7499,8743,10152,4,93,0,325,44,354,5436,4946,2311,2635,41.1,26.9,23.4,12.1,11.7,6180,10.2,2.2,37458,54223,30.5,05,107
0500000US05109,"Pike County, Arkansas",9984,4901,5083,377,15,28,0,438,245,688,8527,1745,795,950,61.0,71.4,15.8,22.1,15.3,4007,7.5,4.4,49248,69106,17.5,05,109
0500000US05111,"Poinsett County, Arkansas",22509,11014,11495,960,60,5,0,1973,190,790,19205,4716,1987,2729,46.3,40.0,23.9,33.2,18.8,9082,7.6,2.8,43440,60498,21.0,05,111
0500000US05113,"Polk County, Arkansas",19080,9366,9714,16,284,34,39,963,546,1279,16633,3393,1499,1894,93.8,0.0,15.8,31.6,16.7,7717,5.0,5.3,48449,72330,17.8,05,113
0500000US05115,"Pope County, Arkansas",60085,29487,30598,1082,736,509,35,3685,2289,5915,49918,10728,4283,6445,11.9,5.1,33.3,23.0,16.9,23684,5.6,3.6,51678,73118,17.9,05,115
0500000US05117,"Prairie County, Arkansas",7987,3971,4016,789,4,17,0,264,95,170,6765,797,386,411,22.8,0.0,29.9,4.1,7.7,3314,5.2,4.1,47045,66616,10.0,05,117
0500000US05119,"Pulaski County, Arkansas",391159,186717,204442,145920,1366,8878,129,17973,10558,24886,197289,64768,28305,36463,26.6,8.8,17.5,22.0,9.0,167768,6.6,8.0,58326,90292,16.6,05,119
0500000US05121,"Randolph County, Arkansas",18306,9228,9078,202,52,63,263,1005,105,456,16566,3519,1799,1720,12.9,50.8,30.9,31.6,18.5,7190,3.2,2.6,45993,61004,19.2,05,121
0500000US05123,"St. Francis County, Arkansas",20136,9893,10243,10884,39,16,62,777,458,954,7830,5659,2481,3178,33.9,0.0,58.3,39.4,18.2,8102,9.6,1.7,39822,54833,28.1,05,123
0500000US05125,"Saline County, Arkansas",122392,59718,62674,10103,250,1393,82,4771,2108,6703,99975,11688,5224,6464,9.4,0.0,19.1,15.8,9.2,48465,4.1,6.0,73236,89502,9.5,05,125
0500000US05127,"Scott County, Arkansas",9792,5156,4636,119,50,63,0,746,462,820,8150,1677,775,902,0.0,0.0,2.4,0.0,20.2,3901,4.7,1.2,45340,56716,17.1,05,127
0500000US05129,"Searcy County, Arkansas",7731,3874,3857,0,217,21,0,606,15,239,6868,2054,862,1192,0,85.7,29.0,43.9,25.2,2948,5.2,1.1,42063,55577,26.6,05,129
0500000US05131,"Sebastian County, Arkansas",126132,62093,64039,7459,1222,5927,142,10712,12087,19220,85196,20818,9397,11421,29.1,19.1,22.3,28.5,12.4,51862,5.2,5.0,54047,81552,16.5,05,131
0500000US05133,"Sevier County, Arkansas",15648,7858,7790,726,414,44,200,727,4424,5329,8623,3144,1379,1765,24.5,0.0,20.4,18.3,18.0,5543,6.3,3.5,53567,70910,20.1,05,133
0500000US05135,"Sharp County, Arkansas",17121,8463,8658,147,32,91,0,810,203,446,15633,2725,1182,1543,16.3,0.0,8.5,68.6,14.8,6901,7.0,2.4,43332,61476,15.9,05,135
0500000US05137,"Stone County, Arkansas",12286,6053,6233,8,78,47,0,817,187,244,11111,2603,1154,1449,100.0,0.0,23.6,76.6,19.7,4731,7.5,1.0,37664,50387,21.2,05,137
0500000US05139,"Union County, Arkansas",38320,18770,19550,12547,52,299,0,1083,269,1587,23069,7135,3021,4114,27.6,12.0,24.8,39.9,11.9,14940,9.1,5.4,49745,71752,18.6,05,139
0500000US05141,"Van Buren County, Arkansas",15707,7689,8018,67,122,50,17,511,274,550,14471,2971,1365,1606,95.5,0.0,19.6,37.3,18.2,6833,7.7,1.4,45768,59684,18.9,05,141
0500000US05143,"Washington County, Arkansas",238639,120715,117924,7443,2163,6016,6497,31481,17250,42536,155727,36258,17078,19180,21.8,15.8,18.1,20.0,12.6,93781,5.6,8.2,61985,89423,15.2,05,143
0500000US05145,"White County, Arkansas",73769,36120,37649,3107,151,661,0,3784,675,3511,63396,11867,4793,7074,26.2,40.1,21.2,27.7,14.4,28788,5.1,3.5,51144,70736,16.1,05,145
0500000US05147,"Woodruff County, Arkansas",6030,3013,3017,1680,0,0,0,149,18,31,4171,1146,469,677,31.5,0,11.4,100.0,13.7,2626,5.6,4.7,49608,66258,19.0,05,147
0500000US05149,"Yell County, Arkansas",19923,10131,9792,397,95,222,0,497,3243,4203,14750,2480,1147,1333,23.9,9.9,12.9,11.1,12.8,7751,5.7,2.0,55879,66319,12.4,05,149
0500000US06001,"Alameda County, California",1637215,813679,823536,165435,13937,528116,12417,162980,198171,362802,479956,149843,67697,82146,16.6,7.3,8.8,11.1,7.0,585818,4.0,28.9,122488,164668,9.2,06,001
0500000US06003,"Alpine County, California",1515,882,633,0,391,3,0,144,16,213,880,208,157,51,0,0.0,5.6,30.0,8.5,435,2.1,14.5,101125,164883,13.7,06,003
0500000US06005,"Amador County, California",37571,19094,18477,204,361,461,13,3705,1396,4852,29424,2945,1361,1584,15.7,11.3,8.5,4.8,7.8,15745,5.6,8.5,74853,99147,7.8,06,005
0500000US06007,"Butte County, California",208718,103859,104859,3616,2366,10786,680,21358,11424,37228,144146,38015,17650,20365,45.0,32.7,21.1,21.4,15.4,83319,5.9,9.1,66085,92479,18.2,06,007
0500000US06009,"Calaveras County, California",45223,22372,22851,370,592,877,29,4171,1495,6134,35476,5915,2976,2939,34.9,14.6,13.0,21.6,11.0,17198,4.5,10.5,77526,97040,13.1,06,009
0500000US06011,"Colusa County, California",21600,11025,10575,352,331,159,23,3723,3839,13191,7205,2364,1033,1331,17.6,39.0,8.9,9.7,12.9,7432,4.2,7.5,69619,91248,10.9,06,011
0500000US06013,"Contra Costa County, California",1153216,568582,584634,99950,8247,211691,5738,142891,146663,303642,468477,95255,43444,51811,13.5,6.8,8.0,11.4,5.5,408537,3.4,26.8,120020,165199,8.3,06,013
0500000US06015,"Del Norte County, California",25096,12596,12500,233,1936,805,18,2650,1798,4544,16080,3585,1585,2000,50.2,14.5,19.3,20.4,11.8,9530,3.3,4.6,61149,79344,14.3,06,015
0500000US06017,"El Dorado County, California",190326,95218,95108,1300,1049,9855,330,14402,6194,25515,144116,16364,7110,9254,25.9,3.5,10.4,14.4,7.7,75190,3.7,20.2,99246,139272,8.6,06,017
0500000US06019,"Fresno County, California",990821,494975,495846,43408,13297,106934,1706,171763,178232,537960,270650,193675,90071,103604,29.0,17.8,20.1,23.6,11.3,318322,6.2,8.6,67756,91924,19.5,06,019
0500000US06021,"Glenn County, California",28422,14616,13806,49,628,985,41,3398,4067,12324,14153,4335,1768,2567,61.2,51.5,22.6,13.7,13.5,9742,4.1,4.2,64033,78523,15.3,06,021
0500000US06023,"Humboldt County, California",133139,66254,66885,1713,5405,4201,377,13932,7276,16326,95849,26394,12411,13983,41.4,34.0,22.1,23.9,17.5,54495,6.7,6.5,57881,81887,19.8,06,023
0500000US06025,"Imperial County, California",171450,84693,86757,2881,2476,2583,24,35315,58118,148021,16516,36092,15914,20178,24.1,9.7,19.7,22.1,12.3,47024,7.4,5.0,53847,72923,21.1,06,025
0500000US06027,"Inyo County, California",18434,9317,9117,141,1750,314,174,2285,919,4341,11101,2199,1196,1003,6.4,29.6,6.7,16.3,8.5,7849,5.5,8.3,63417,83422,11.9,06,027
0500000US06029,"Kern County, California",881217,441788,439429,41644,9664,44339,1661,149728,136188,488800,279388,170013,76694,93319,30.1,12.4,19.8,21.8,14.1,277499,5.4,7.7,63883,87915,19.3,06,029
0500000US06031,"Kings County, California",139603,71880,67723,6976,2289,5620,289,21108,28470,79404,42843,22634,10783,11851,19.5,4.4,17.2,20.7,9.3,43594,5.3,5.9,68540,85040,16.2,06,031
0500000US06033,"Lake County, California",66691,33507,33184,1431,1999,872,190,5996,8744,15236,44572,11065,5082,5983,31.9,9.3,19.1,16.9,14.7,26487,5.5,7.4,56259,83917,16.6,06,033
0500000US06035,"Lassen County, California",23931,12324,11607,725,528,384,288,2105,850,2838,18220,3645,1983,1662,23.4,15.1,12.7,9.2,15.2,8925,5.8,4.8,59515,76595,15.2,06,035
0500000US06037,"Los Angeles County, California",9782602,4857404,4925198,759120,109228,1449265,23131,1339861,2227463,4783301,2458559,1343978,608851,735127,20.1,11.1,13.0,15.9,9.7,3363093,5.2,14.9,83411,119756,13.7,06,037
0500000US06039,"Madera County, California",150314,74120,76194,2959,1875,3459,121,22640,44201,90647,48116,30154,14046,16108,19.8,39.5,21.9,24.1,11.8,43857,4.9,8.2,73543,94764,20.1,06,039
0500000US06041,"Marin County, California",255793,124555,131238,5276,1034,15888,407,22941,20071,41900,178563,17809,8317,9492,18.8,8.1,9.1,12.6,5.2,103709,3.2,36.1,142019,215832,7.0,06,041
0500000US06043,"Mariposa County, California",16960,8529,8431,126,276,229,62,1517,819,2191,13125,2712,1482,1230,11.1,9.2,21.0,24.5,15.1,7597,4.9,5.4,60021,79433,16.0,06,043
0500000US06045,"Mendocino County, California",89649,44190,45459,618,3436,1803,83,11068,6400,23935,56533,14483,6953,7530,33.0,15.4,20.9,21.5,12.6,34557,5.1,7.0,61335,86870,16.2,06,045
0500000US06047,"Merced County, California",276803,139951,136852,7617,3200,20184,796,27363,101770,171668,70049,51272,22446,28826,31.1,18.6,16.7,20.5,12.9,82760,5.5,6.5,64772,86076,18.5,06,047
0500000US06049,"Modoc County, California",8464,4087,4377,142,261,118,0,456,402,1255,6488,1430,627,803,57.7,42.4,20.2,19.0,14.7,3403,4.9,3.0,54962,68080,16.9,06,049
0500000US06051,"Mono County, California",13095,7167,5928,17,207,535,0,1187,796,3547,8432,1478,1028,450,0.0,0.0,33.7,20.2,7.8,5473,3.0,9.5,82038,100757,11.3,06,051
0500000US06053,"Monterey County, California",421244,210413,210831,7354,3252,24804,2054,46324,171014,255574,119499,51913,23729,28184,16.9,8.7,9.6,15.3,6.7,130973,2.8,14.8,91043,123405,12.3,06,053
0500000US06055,"Napa County, California",134649,67429,67220,2291,1285,10452,404,15886,18481,47526,68029,10620,5022,5598,18.7,6.5,7.9,10.1,6.1,49218,3.4,20.6,105809,146888,7.9,06,055
0500000US06057,"Nevada County, California",101291,50117,51174,314,445,1632,149,8014,1513,10077,84198,10505,4895,5610,15.9,18.3,11.6,13.0,9.7,41415,4.6,13.5,79395,110539,10.4,06,057
0500000US06059,"Orange County, California",3137483,1559442,1578041,51984,19436,679965,9707,376415,423342,1063284,1210102,303810,136472,167338,13.0,11.0,9.2,11.8,7.0,1066286,4.2,22.3,109361,147182,9.7,06,059
0500000US06061,"Placer County, California",403083,198600,204483,6349,1772,35163,589,40836,14129,59762,277831,27446,12422,15024,7.6,3.9,7.2,11.2,6.2,152537,3.3,21.5,109375,140703,6.8,06,061
0500000US06063,"Plumas County, California",19331,9961,9370,326,327,77,40,1413,94,1888,15943,2101,944,1157,42.6,64.9,26.7,11.5,8.3,8104,5.7,9.9,67885,95940,10.9,06,063
0500000US06065,"Riverside County, California",2392682,1197938,1194744,152883,22920,162299,7951,358351,565258,1215986,778414,272432,123198,149234,14.4,9.7,10.4,13.0,8.8,749976,4.2,12.3,84505,110021,11.4,06,065
0500000US06067,"Sacramento County, California",1560173,767088,793085,147557,11689,270020,17894,186667,148681,373306,660300,204388,94103,110285,19.8,14.1,13.5,15.8,9.4,563856,4.5,12.2,84010,108612,13.1,06,067
0500000US06069,"San Benito County, California",64339,32667,31672,605,1227,2077,125,17218,8411,39503,20011,4832,2072,2760,11.6,10.4,6.1,8.9,4.7,19852,2.2,18.1,104451,129829,7.5,06,069
0500000US06071,"San Bernardino County, California",2135785,1063040,1072745,163775,24830,167194,7200,340969,478519,1180767,550074,294246,132723,161523,21.1,10.7,13.1,14.7,10.5,659928,4.3,9.6,77423,100078,13.8,06,071
0500000US06073,"San Diego County, California",3204475,1608464,1596011,148241,25956,391098,13313,482062,293583,1108818,1394658,338752,152530,186222,18.9,9.0,10.9,13.1,8.3,1149157,3.9,17.7,96974,129234,10.6,06,073
0500000US06075,"San Francisco County, California",837888,431872,406016,42593,4647,292560,3301,79147,63835,128194,321838,87849,43146,44703,25.5,10.4,9.7,13.3,7.3,360842,4.2,35.0,136689,197408,10.5,06,075
0500000US06077,"San Joaquin County, California",763754,381003,382751,51837,7796,132782,4704,141399,106041,326772,216968,98352,44531,53821,18.7,11.3,12.5,14.3,10.0,237423,4.5,11.2,82837,107068,12.9,06,077
0500000US06079,"San Luis Obispo County, California",268028,133392,134636,2408,2404,9241,389,31332,14382,63089,180816,33728,16338,17390,23.5,18.7,14.9,14.1,11.2,108099,4.4,14.3,90158,121160,12.6,06,079
0500000US06081,"San Mateo County, California",748410,373249,375161,16448,6388,229017,9139,80679,81498,178814,277088,48137,21092,27045,12.5,5.2,6.4,9.6,4.9,264323,2.6,37.1,149907,216684,6.4,06,081
0500000US06083,"Santa Barbara County, California",425067,212466,212601,7626,5925,20268,471,77829,52727,201326,181662,57513,25619,31894,22.1,18.1,15.6,15.6,10.5,148032,4.6,18.0,92332,131742,13.5,06,083
0500000US06085,"Santa Clara County, California",1886562,963257,923305,43907,12261,740207,6778,215434,188273,467303,548016,129834,59390,70444,12.0,6.1,7.2,9.4,5.4,650352,2.8,38.0,153792,210349,6.9,06,085
0500000US06087,"Santa Cruz County, California",257415,128893,128522,2367,2465,10673,579,30189,39451,88266,145993,29302,13950,15352,14.7,14.2,10.9,13.4,9.9,96487,3.9,22.4,104409,146532,11.4,06,087
0500000US06089,"Shasta County, California",178820,88216,90604,1658,3144,5490,260,17252,4655,19523,138529,23753,9952,13801,28.7,20.6,15.3,17.0,12.1,71107,5.2,8.0,68347,91289,13.3,06,089
0500000US06091,"Sierra County, California",2854,1382,1472,0,78,0,0,69,147,317,2486,359,162,197,0,0,0.0,0.6,13.3,1135,4.9,13.3,61108,89205,12.6,06,091
0500000US06093,"Siskiyou County, California",43698,21820,21878,681,1364,701,188,4566,1156,5874,32524,7289,3500,3789,25.1,29.0,21.6,19.6,14.8,18768,7.2,4.2,53898,76371,16.7,06,093
0500000US06095,"Solano County, California",441378,217391,223987,56518,3089,70219,4450,54134,48166,123483,157578,39705,18216,21489,16.7,5.4,9.1,10.3,6.9,154987,3.8,15.4,97037,121293,9.0,06,095
0500000US06097,"Sonoma County, California",481716,236644,245072,7082,5133,21199,1477,54801,65132,134403,294546,42925,19300,23625,21.9,9.2,9.9,11.1,7.4,189653,3.7,17.4,99266,133119,8.9,06,097
0500000US06099,"Stanislaus County, California",547303,273450,273853,15469,6673,32959,3281,105335,70345,266963,210414,75125,34972,40153,15.8,13.8,17.2,16.1,11.0,175747,4.2,9.2,74872,97409,13.7,06,099
0500000US06101,"Sutter County, California",98113,49299,48814,1906,1604,16446,362,13892,10732,31739,42105,13065,5637,7428,19.1,7.8,12.0,19.5,10.9,33041,3.9,10.0,72654,100982,13.3,06,101
0500000US06103,"Tehama County, California",64796,32105,32691,576,906,1214,28,9223,4455,17384,42339,10483,5106,5377,10.8,13.3,18.6,20.3,14.6,24623,5.9,6.2,59029,87477,16.2,06,103
0500000US06105,"Trinity County, California",15717,8114,7603,196,503,387,54,854,1017,1138,12447,3457,1379,2078,2.0,46.8,13.9,19.3,23.8,5483,9.9,6.9,47317,73300,22.0,06,105
0500000US06107,"Tulare County, California",467719,234337,233382,7551,6279,16815,710,81522,116624,309738,123241,86391,40007,46384,24.2,12.0,16.2,21.3,12.3,140670,5.5,6.5,64474,85832,18.5,06,107
0500000US06109,"Tuolumne County, California",51779,25719,26060,291,744,685,240,3721,1378,6246,42136,5887,2671,3216,8.2,12.4,14.8,18.4,10.0,22831,2.8,8.3,70432,94641,11.4,06,109
0500000US06111,"Ventura County, California",830237,413140,417097,14343,10406,60465,1725,136839,68544,360872,362093,74315,34122,40193,9.6,5.8,9.1,11.7,6.9,275653,3.4,18.9,102141,135094,9.0,06,111
0500000US06113,"Yolo County, California",209629,102389,107240,5720,1541,29645,938,30535,16956,67987,93767,36521,16268,20253,27.0,30.6,11.9,16.7,13.4,76107,6.8,15.6,85097,117611,17.4,06,113
0500000US06115,"Yuba County, California",80299,40604,39695,2664,1140,6288,407,11997,5960,24010,41438,12375,5904,6471,12.8,16.0,21.7,18.4,13.3,27567,4.8,6.7,66693,85286,15.4,06,115
0500000US08001,"Adams County, Colorado",515939,262565,253374,17912,7188,20513,835,82380,48287,213922,244515,49625,22826,26799,17.5,10.8,11.5,11.4,7.3,181211,3.4,9.9,86297,105685,9.6,08,001
0500000US08003,"Alamosa County, Colorado",15566,7655,7911,115,705,315,38,2719,1039,7608,7140,2418,1105,1313,9.6,43.8,7.8,19.1,10.9,6471,4.7,5.5,52271,74983,15.5,08,003
0500000US08005,"Arapahoe County, Colorado",648402,323671,324731,70750,5379,39983,1587,71852,40282,131066,374545,51766,24153,27613,14.1,8.4,9.6,11.1,5.6,250751,3.4,15.3,92292,126187,8.0,08,005
0500000US08007,"Archuleta County, Colorado",13391,6727,6664,46,321,73,14,686,1608,2484,10129,1092,581,511,0.0,20.5,7.6,12.4,6.1,5738,2.5,9.6,66813,90766,8.2,08,007
0500000US08009,"Baca County, Colorado",3391,1666,1725,11,30,81,4,123,79,404,2800,781,323,458,0.0,38.3,33.3,3.2,24.3,1586,6.3,3.3,42115,63674,23.0,08,009
0500000US08011,"Bent County, Colorado",4234,2157,2077,33,124,7,8,542,319,1350,2419,1146,595,551,0.0,0.0,8.1,38.1,24.7,1808,4.9,1.3,45776,56392,27.1,08,011
0500000US08013,"Boulder County, Colorado",316192,159884,156308,2505,1403,13898,174,26518,9048,43889,241829,35674,18188,17486,17.3,13.5,12.6,12.0,10.9,133390,5.5,20.5,99770,139221,11.3,08,013
0500000US08014,"Broomfield County, Colorado",73463,36893,36570,968,230,5132,0,5939,1591,9670,54798,3679,1681,1998,5.7,3.6,10.4,10.7,4.2,30103,2.0,22.5,117541,148374,5.0,08,014
0500000US08015,"Chaffee County, Colorado",18145,8829,9316,0,51,226,74,980,187,1493,15858,2137,997,1140,0,43.4,13.7,39.6,9.2,9066,3.5,7.9,65703,87722,11.8,08,015
0500000US08017,"Cheyenne County, Colorado",1683,837,846,11,0,3,5,186,30,193,1355,183,107,76,0.0,0.0,13.4,12.4,9.9,740,5.4,7.7,65577,84245,10.9,08,017
0500000US08019,"Clear Creek County, Colorado",9315,4706,4609,214,89,78,14,418,70,708,8051,617,246,371,24.3,0.0,15.8,13.7,5.5,4589,1.1,17.0,87169,121173,6.6,08,019
0500000US08021,"Conejos County, Colorado",7505,3786,3719,11,240,2,0,1520,619,3854,3357,1177,599,578,0.0,50.0,14.1,17.3,12.8,3087,7.5,2.1,44093,60460,15.7,08,021
0500000US08023,"Costilla County, Colorado",3515,1765,1750,28,120,56,0,853,204,2116,1177,792,432,360,17.9,37.5,25.3,19.3,25.3,1530,14.2,4.6,34578,51216,22.5,08,023
0500000US08025,"Crowley County, Colorado",4449,2613,1836,44,100,143,0,706,321,1516,2439,1076,790,286,0.0,0.0,12.2,33.0,22.9,1315,12.2,2.1,40685,54258,24.2,08,025
