Geography,Geographic Area Name,Total,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Other race,T_ Hispanic or Latino,T_ White,BP_Total,BP_ Male,BP_ Female,BP_ African American%,BP_ Asian%,BP_ Two or more races%,BP_ Hispanic or Latino%,BP_ White%,T_Households,Households<$10k,Households>$200k,Median income,Mean income,BP_ Total%,state,county
0500000US10001,"Kent County, Delaware",177226,86194,91032,44111,992,4218,82,14025,3140,13754,105445,21850,9344,12506,19.7,12.6,15.2,16.3,8.3,68705,3.4,4.0,69278,85275,12.3,10,001
0500000US10003,"New Castle County, Delaware",554534,269136,285398,140258,1068,32724,188,34808,21494,60600,301716,58355,25494,32861,15.9,9.6,13.7,15.6,7.0,220437,4.8,12.7,85309,112414,10.5,10,003
0500000US10005,"Sussex County, Delaware",237315,115075,122240,25595,1119,3095,91,14114,7648,22370,177157,27585,12094,15491,20.4,9.8,21.5,27.2,8.1,99858,3.9,9.5,75406,100646,11.6,10,005
0500000US11001,"District of Columbia, District of Columbia",649184,309970,339214,288885,2159,25320,390,45961,30340,75004,235189,98039,42700,55339,23.9,13.3,11.5,12.8,5.4,315785,7.4,23.9,101722,150292,15.1,11,001
0500000US12001,"Alachua County, Florida",262950,127580,135370,52350,500,15442,164,20180,5106,28063,156253,53070,24807,28263,28.0,19.6,22.9,25.6,16.4,108597,9.5,8.2,57566,87691,20.2,12,001
0500000US12003,"Baker County, Florida",24834,12410,12424,1965,39,173,0,1894,149,633,20555,3398,1459,1939,6.4,0.0,8.8,11.1,14.9,9004,3.9,7.0,67872,86352,13.7,12,003
0500000US12005,"Bay County, Florida",178348,88435,89913,17990,885,3667,261,12082,4043,12757,134045,21755,9475,12280,19.7,8.9,25.6,19.7,9.6,74678,4.2,6.8,65999,88375,12.2,12,005
0500000US12007,"Bradford County, Florida",23937,11891,12046,3512,6,252,0,1307,69,809,18529,4352,1998,2354,18.9,16.7,22.6,26.9,17.3,9067,8.2,2.5,54759,70626,18.2,12,007
0500000US12009,"Brevard County, Florida",602971,296653,306318,59158,1547,14381,455,47595,15327,68640,434088,60927,27493,33434,16.2,8.3,13.0,14.8,8.4,246650,3.8,8.6,71308,95587,10.1,12,009
0500000US12011,"Broward County, Florida",1922902,942897,980005,544318,4273,71035,1196,298260,87786,606649,634071,238880,107179,131701,16.6,8.8,11.5,12.4,9.6,741973,5.5,9.9,70331,100559,12.4,12,011
0500000US12013,"Calhoun County, Florida",11928,6106,5822,1047,95,5,0,896,158,606,9568,2374,1078,1296,37.4,0.0,47.1,57.9,14.4,4448,6.7,2.5,41526,60413,19.9,12,013
0500000US12015,"Charlotte County, Florida",185835,90891,94944,8881,297,2413,86,10855,3315,14878,153619,19490,9300,10190,15.0,7.5,6.8,19.5,9.6,84671,4.7,5.8,62164,83154,10.5,12,015
0500000US12017,"Citrus County, Florida",152199,74328,77871,3229,508,2017,42,7608,1786,9737,131667,22833,11028,11805,26.9,22.8,17.7,15.7,14.4,67551,6.1,4.1,52569,74579,15.0,12,017
0500000US12019,"Clay County, Florida",217314,107592,109722,24782,231,6260,58,18131,7416,23591,152276,20352,9245,11107,14.0,3.4,9.0,9.0,8.8,79704,3.3,8.4,82242,100855,9.4,12,019
0500000US12021,"Collier County, Florida",376549,186143,190406,24001,2831,5313,108,55051,13346,108338,231557,39131,18523,20608,13.7,10.2,14.3,15.8,7.6,156768,4.2,15.7,82011,133140,10.4,12,021
0500000US12023,"Columbia County, Florida",65004,31411,33593,9748,91,657,21,3425,1570,4004,48074,10196,5056,5140,25.1,18.6,24.6,24.5,12.4,26391,5.6,4.0,53501,74233,15.7,12,023
0500000US12027,"DeSoto County, Florida",32594,17687,14907,3382,147,54,4,2368,2442,10683,18002,8601,4535,4066,39.6,37.0,25.8,34.9,19.0,12340,7.6,1.5,45000,56356,26.4,12,027
0500000US12029,"Dixie County, Florida",15144,7797,7347,566,60,48,0,753,79,691,13313,2445,1221,1224,44.2,22.9,9.3,14.5,15.1,6164,5.2,1.7,45057,57286,16.1,12,029
0500000US12031,"Duval County, Florida",971889,471747,500142,283276,1977,46438,675,75868,32447,107472,486821,139341,60531,78810,22.4,8.6,12.2,16.7,10.0,396132,5.7,7.4,65579,90666,14.3,12,031
0500000US12033,"Escambia County, Florida",302159,147677,154482,65866,750,9192,230,23567,5486,17232,190600,44874,19890,24984,24.8,8.7,19.8,16.8,11.2,126537,5.1,6.3,61642,82923,14.9,12,033
0500000US12035,"Flagler County, Florida",116442,56243,60199,10656,166,2911,132,7435,4576,13035,85513,11382,5359,6023,11.7,19.6,10.5,13.4,8.9,47549,4.2,8.4,69251,97079,9.8,12,035
0500000US12037,"Franklin County, Florida",10730,5337,5393,666,0,44,0,633,236,229,9081,2325,1088,1237,33.6,0.0,12.8,28.8,19.7,4761,6.8,4.7,58107,77080,21.7,12,037
0500000US12039,"Gadsden County, Florida",40943,19783,21160,22713,568,3,0,1938,1583,4651,12728,10460,4835,5625,30.0,0.0,18.7,40.6,12.8,15885,8.6,2.7,45721,62158,25.5,12,039
0500000US12041,"Gilchrist County, Florida",17009,8494,8515,195,45,47,3,701,208,991,15285,2115,935,1180,39.0,29.8,27.0,22.5,10.9,6872,7.9,4.9,56823,80346,12.4,12,041
0500000US12043,"Glades County, Florida",10894,5566,5328,1312,414,63,0,904,416,2516,6456,2382,936,1446,24.6,0.0,26.7,19.9,20.5,4637,7.1,1.8,37221,57786,21.9,12,043
0500000US12045,"Gulf County, Florida",12349,6081,6268,905,34,57,0,460,16,188,10746,1522,654,868,27.6,0.0,7.4,26.1,11.0,5648,6.0,5.8,56250,79013,12.3,12,045
0500000US12047,"Hamilton County, Florida",10680,5006,5674,3074,158,54,0,419,338,1154,6253,2822,1158,1664,33.0,0.0,32.2,34.9,22.2,4300,9.5,1.7,47668,56950,26.4,12,047
0500000US12049,"Hardee County, Florida",23639,12426,11213,974,413,266,0,3056,2188,11016,10812,6731,2905,3826,59.2,11.7,24.1,33.0,20.3,8127,9.1,3.3,44665,67611,28.5,12,049
0500000US12051,"Hendry County, Florida",39155,21377,17778,4014,845,366,0,7487,2506,22694,11169,8729,4726,4003,15.0,55.7,22.8,25.5,17.6,13289,7.5,5.2,49259,71309,22.3,12,051
0500000US12053,"Hernando County, Florida",193551,94519,99032,9894,508,2424,211,16496,7809,30323,143681,24134,10888,13246,20.3,9.0,11.0,15.2,11.2,79169,5.5,4.2,59202,76007,12.5,12,053
0500000US12055,"Highlands County, Florida",100690,49471,51219,9186,496,1440,18,7636,6592,21784,64923,15742,7370,8372,24.3,12.6,15.7,22.7,12.3,44685,5.9,4.3,53679,70660,15.6,12,055
0500000US12057,"Hillsborough County, Florida",1443248,712223,731025,237052,4878,61976,1217,200251,89137,434316,665471,197369,88280,109089,19.8,11.7,15.3,17.9,9.1,559970,5.4,10.2,70612,100434,13.7,12,057
0500000US12059,"Holmes County, Florida",17750,8834,8916,536,122,126,48,697,260,445,15843,2949,1294,1655,54.5,0.0,16.4,5.2,15.7,7069,6.9,2.0,46063,58649,16.6,12,059
0500000US12061,"Indian River County, Florida",159436,77463,81973,12941,745,2471,55,12415,4441,21138,117049,18221,8620,9601,33.8,8.5,14.2,14.5,8.3,65735,4.8,9.1,67543,101260,11.4,12,061
0500000US12063,"Jackson County, Florida",40504,19489,21015,9391,160,247,39,1523,386,1586,28001,7787,3351,4436,25.6,0.0,17.2,26.9,16.9,16880,6.6,2.9,46144,62374,19.2,12,063
0500000US12065,"Jefferson County, Florida",13168,6339,6829,4008,8,15,4,307,180,510,8281,2414,951,1463,37.3,100.0,20.8,18.4,8.5,5519,8.2,5.8,51573,73704,18.3,12,065
0500000US12067,"Lafayette County, Florida",6753,3591,3162,646,0,2,0,290,138,926,5073,1306,630,676,14.6,0.0,9.3,11.4,21.8,2555,8.6,1.1,57852,59789,19.3,12,067
0500000US12069,"Lake County, Florida",381943,185218,196725,38157,1036,8089,568,41139,10866,66863,254234,36977,14910,22067,13.6,8.9,9.5,11.8,8.4,153817,3.7,6.1,66239,86578,9.7,12,069
0500000US12071,"Lee County, Florida",761814,374902,386912,60543,1781,12597,499,87813,31796,177184,490676,89142,40124,49018,20.2,11.8,14.7,17.2,8.7,311348,5.3,8.9,69368,97521,11.7,12,071
0500000US12073,"Leon County, Florida",277399,133705,143694,86581,421,9915,120,16065,4418,18049,152595,53940,24548,29392,28.1,14.2,19.1,21.6,14.5,118755,8.3,8.1,61317,89489,19.4,12,073
0500000US12075,"Levy County, Florida",42901,20941,21960,3603,118,354,0,2421,613,3975,33444,6718,3096,3622,31.6,0.0,9.8,18.4,14.0,17843,5.8,2.9,49933,67318,15.7,12,075
0500000US12077,"Liberty County, Florida",6314,2947,3367,470,33,8,0,339,78,431,5113,1375,567,808,14.3,0.0,8.0,19.3,22.9,2447,8.3,2.4,51723,61612,21.8,12,077
0500000US12079,"Madison County, Florida",16087,7793,8294,5837,25,4,0,637,311,895,8827,3611,1709,1902,32.7,75.0,17.7,65.6,11.7,6693,8.8,1.8,43386,60056,22.4,12,079
0500000US12081,"Manatee County, Florida",399862,194244,205618,32045,1363,8805,157,31579,12597,67721,279104,40670,18396,22274,16.7,16.8,13.0,17.1,7.4,161656,4.1,9.2,71385,100288,10.2,12,081
0500000US12083,"Marion County, Florida",368450,178065,190385,44320,496,5904,40,31676,10512,55367,251580,52923,23596,29327,22.3,11.7,18.8,21.5,11.2,154996,5.6,4.3,55265,73931,14.4,12,083
0500000US12085,"Martin County, Florida",155844,76444,79400,7651,151,2442,0,10725,4757,22255,120336,16391,7808,8583,29.4,8.6,16.6,21.3,7.9,66724,4.4,12.5,77894,117069,10.5,12,085
0500000US12086,"Miami-Dade County, Florida",2647752,1296150,1351602,414678,6374,40550,537,777387,169420,1832554,339016,403997,177461,226536,22.3,12.6,14.3,14.8,10.3,952680,5.9,9.4,64215,96595,15.3,12,086
0500000US12087,"Monroe County, Florida",80988,41971,39017,5539,47,851,121,10342,2690,20769,51800,9480,4655,4825,26.4,7.1,13.6,14.3,9.0,34388,4.2,13.5,80111,125422,11.7,12,087
0500000US12089,"Nassau County, Florida",90614,44837,45777,4886,237,939,21,3866,1345,4517,77199,8343,3642,4701,18.2,5.6,17.7,9.5,8.3,36336,3.7,11.4,84085,109291,9.2,12,089
0500000US12091,"Okaloosa County, Florida",206301,103832,102469,18669,612,6987,587,17231,7401,20664,147986,20998,10084,10914,16.6,10.3,14.4,16.8,8.2,83334,3.4,9.0,73988,99249,10.2,12,091
0500000US12093,"Okeechobee County, Florida",37024,18796,18228,2098,53,379,13,2582,3104,9862,23855,7113,3167,3946,45.3,28.8,10.2,24.9,14.4,14919,5.6,3.4,50476,69244,19.2,12,093
0500000US12095,"Orange County, Florida",1387668,684251,703417,284507,3956,73853,1324,214937,103966,461907,512930,187454,85078,102376,18.7,10.6,13.6,15.8,8.9,491378,5.0,10.1,72629,103222,13.5,12,095
0500000US12097,"Osceola County, Florida",390525,193796,196729,42320,1493,10765,241,65106,76935,219639,111081,52441,24425,28016,14.1,10.8,12.1,15.4,9.9,119817,4.0,5.3,64312,83692,13.4,12,097
0500000US12099,"Palm Beach County, Florida",1469938,716295,753643,269658,3314,41806,817,171115,78062,346242,761007,166938,71962,94976,17.3,9.2,11.3,15.2,7.7,589594,5.0,13.3,76066,117712,11.4,12,099
0500000US12101,"Pasco County, Florida",560241,273930,286311,32383,1374,16147,300,52348,19204,98139,394778,66197,29417,36780,14.9,4.9,11.8,14.1,11.2,223385,4.5,6.8,63187,86348,11.8,12,101
0500000US12103,"Pinellas County, Florida",940492,454608,485884,92934,2130,33536,799,67419,19561,98297,681737,107865,48871,58994,21.0,9.3,15.3,16.5,9.4,418716,5.5,9.1,66406,96725,11.5,12,103
0500000US12105,"Polk County, Florida",720030,353951,366079,106043,2133,12817,234,65814,69432,190474,390746,106728,48042,58686,22.9,11.1,14.4,18.3,10.9,264145,5.4,5.1,60901,80027,14.8,12,105
0500000US12107,"Putnam County, Florida",72237,35755,36482,11240,182,431,0,5575,661,7566,51110,16506,7115,9391,35.6,17.2,29.3,29.0,19.6,29782,8.1,3.2,44852,62872,22.8,12,107
0500000US12109,"St. Johns County, Florida",275491,135482,140009,15063,335,8703,174,17464,4178,22044,220220,18720,8905,9815,11.5,6.3,8.9,14.5,5.6,102056,2.9,18.7,100020,136986,6.8,12,109
0500000US12111,"St. Lucie County, Florida",331223,162577,168646,67285,1143,6677,176,32535,14177,68537,178168,41337,17371,23966,20.4,6.3,10.8,13.7,9.2,126443,5.2,5.7,66154,85019,12.5,12,111
0500000US12113,"Santa Rosa County, Florida",183367,92097,91270,8794,471,3764,398,13064,3544,11033,148772,16407,7421,8986,11.4,7.9,11.9,6.4,8.4,69524,3.7,10.1,84715,104371,8.9,12,113
0500000US12115,"Sarasota County, Florida",431335,207096,224239,17949,999,7642,142,25447,7505,42768,351650,35122,14912,20210,18.9,11.7,8.2,12.0,7.1,199345,3.6,11.5,77213,115389,8.1,12,115
0500000US12117,"Seminole County, Florida",466454,228025,238429,54654,1034,23854,186,52123,27019,107375,265799,44796,20066,24730,16.8,8.4,10.2,11.5,7.4,183487,3.8,11.1,79490,106626,9.6,12,117
0500000US12119,"Sumter County, Florida",123545,58042,65503,5797,204,1355,6,3003,2362,6161,108457,11443,4284,7159,35.6,5.2,13.2,16.8,7.6,64305,4.0,5.8,70105,88921,9.3,12,119
0500000US12121,"Suwannee County, Florida",41625,21360,20265,4453,5,245,0,2659,1580,4335,31257,5999,2893,3106,17.2,38.0,15.3,20.0,13.3,15453,7.5,3.4,49729,64635,14.4,12,121
0500000US12123,"Taylor County, Florida",18364,9120,9244,2855,90,48,71,511,197,296,14520,2777,1549,1228,12.7,0.0,15.1,6.4,15.6,7465,3.7,3.3,46239,77277,15.1,12,123
0500000US12125,"Union County, Florida",10415,4993,5422,626,2,4,0,720,32,425,8821,1656,691,965,30.0,0.0,16.7,18.4,14.4,4094,5.3,3.3,64043,94886,15.9,12,125
0500000US12127,"Volusia County, Florida",544169,266763,277406,55189,1194,10223,120,30385,38519,86065,377639,66328,29739,36589,21.6,20.4,12.5,13.8,10.1,232673,4.9,5.7,63075,82859,12.2,12,127
0500000US12129,"Wakulla County, Florida",30707,15673,15034,3737,50,50,0,1216,175,838,25092,1888,1006,882,3.6,0.0,9.0,0.7,6.4,11932,2.8,5.8,72035,87288,6.1,12,129
0500000US12131,"Walton County, Florida",74880,37527,37353,2504,430,844,0,4265,2088,4899,62703,7898,3610,4288,20.1,10.4,12.0,25.5,8.9,31491,3.7,11.3,74832,111179,10.5,12,131
0500000US12133,"Washington County, Florida",22203,10605,11598,2465,269,237,0,910,378,868,17622,5046,2343,2703,25.8,43.0,6.9,9.4,23.2,9095,5.8,3.5,47536,63246,22.7,12,133
0500000US13001,"Appling County, Georgia",18087,9055,9032,3191,105,105,0,1162,665,1887,12385,4577,2297,2280,35.4,0.0,50.5,45.9,19.4,6890,10.3,2.8,43268,59805,25.3,13,001
0500000US13003,"Atkinson County, Georgia",8236,4053,4183,1251,0,0,0,578,902,2249,4470,2266,1154,1112,39.6,0,63.3,47.4,13.0,3063,3.3,3.9,38007,59101,27.5,13,003
0500000US13005,"Bacon County, Georgia",10528,4970,5558,1355,28,70,0,908,224,958,7833,2278,1154,1124,22.9,0.0,49.9,44.4,18.4,3909,9.0,2.1,43938,64535,21.6,13,005
0500000US13007,"Baker County, Georgia",2878,1450,1428,981,26,284,0,82,0,24,1505,666,320,346,25.5,56.3,57.3,100.0,12.2,1097,15.7,2.1,45417,59560,23.1,13,007
0500000US13009,"Baldwin County, Georgia",39122,19141,19981,16506,43,668,59,917,374,1009,20191,8864,4156,4708,27.1,1.0,37.5,43.6,18.4,15853,11.3,4.1,54699,83400,22.7,13,009
0500000US13011,"Banks County, Georgia",18297,9285,9012,541,17,259,0,989,512,1409,15782,2411,1232,1179,39.4,5.4,29.3,7.9,11.9,6667,4.5,4.2,69096,78399,13.2,13,011
0500000US13013,"Barrow County, Georgia",83850,41410,42440,10499,324,3558,10,6147,2920,11119,55914,8009,3648,4361,12.6,3.6,10.7,13.5,8.8,28781,4.3,5.4,75053,88455,9.6,13,013
0500000US13015,"Bartow County, Georgia",108124,53902,54222,11532,250,1204,126,5620,2783,10417,81487,11700,5784,5916,19.0,14.4,14.3,13.7,9.2,38429,5.3,6.9,74812,89775,10.8,13,015
0500000US13017,"Ben Hill County, Georgia",16768,7931,8837,6196,0,54,0,369,380,1102,9202,4442,1720,2722,43.0,14.8,9.5,28.3,15.2,7126,13.4,2.6,38255,54433,26.5,13,017
0500000US13019,"Berrien County, Georgia",17956,8897,9059,1814,0,194,27,845,310,1024,14409,4167,1802,2365,19.8,0.0,39.5,27.1,22.7,6773,8.8,2.0,48670,63731,23.2,13,019
0500000US13021,"Bibb County, Georgia",150191,70349,79842,82286,187,3158,28,6011,3125,5497,53669,37641,15901,21740,33.2,12.7,26.7,33.9,12.1,59480,10.4,5.8,48897,74427,25.1,13,021
0500000US13023,"Bleckley County, Georgia",11172,5417,5755,2677,0,102,0,168,65,346,7955,1906,837,1069,39.9,15.7,7.7,8.1,9.8,4223,7.9,3.5,56021,72658,17.1,13,023
0500000US13025,"Brantley County, Georgia",17982,8891,9091,662,0,126,0,390,117,474,16355,2933,1288,1645,8.2,100.0,20.8,0.0,16.3,6649,9.2,1.0,40166,55077,16.3,13,025
0500000US13027,"Brooks County, Georgia",16120,7798,8322,5753,6,105,24,465,610,1230,8601,4277,1886,2391,38.4,0.0,18.3,42.6,18.1,5957,10.4,4.3,42263,66023,26.5,13,027
0500000US13029,"Bryan County, Georgia",44700,22397,22303,5999,53,1023,25,3675,1495,3652,31433,3200,1414,1786,6.9,5.2,9.1,9.1,6.8,15255,3.2,12.0,90627,117553,7.2,13,029
0500000US13031,"Bulloch County, Georgia",72752,35871,36881,19937,325,1072,271,3805,704,3252,45933,16576,7721,8855,31.6,19.3,23.0,26.1,18.7,29634,7.6,4.3,53675,74400,22.8,13,031
0500000US13033,"Burke County, Georgia",23944,11733,12211,10978,0,122,0,670,323,861,11351,4150,1976,2174,25.0,0.0,40.0,22.4,8.9,8913,5.8,4.5,50321,77372,17.3,13,033
0500000US13035,"Butts County, Georgia",22907,11362,11545,5796,21,21,0,1056,206,743,15638,3612,1597,2015,31.3,0.0,3.2,1.3,11.2,8483,3.6,3.5,60076,77618,15.8,13,035
0500000US13037,"Calhoun County, Georgia",3900,1802,2098,2345,0,0,0,25,155,194,1353,1007,351,656,34.7,0,8.0,0.0,14.2,1497,10.1,3.9,48663,63633,25.8,13,037
0500000US13039,"Camden County, Georgia",52754,26754,26000,9675,58,1025,53,4429,472,3931,35976,8638,3680,4958,33.4,2.3,24.6,15.9,11.0,20345,6.7,4.1,68104,81749,16.4,13,039
0500000US13043,"Candler County, Georgia",10648,5226,5422,2374,36,92,0,592,930,1338,6413,1947,977,970,26.6,0.0,31.4,9.3,16.2,4103,7.4,2.4,45519,62538,18.3,13,043
0500000US13045,"Carroll County, Georgia",116368,56829,59539,22700,895,967,0,4791,3097,8580,80518,19641,8711,10930,24.9,17.4,31.5,33.6,12.6,42996,5.0,5.6,66895,84126,16.9,13,045
0500000US13047,"Catoosa County, Georgia",67306,32968,34338,1410,150,1041,35,3001,1071,2300,59993,6012,2379,3633,5.4,1.0,12.3,2.2,9.1,25775,4.2,6.7,68896,86080,8.9,13,047
0500000US13049,"Charlton County, Georgia",11623,6490,5133,3390,68,86,0,655,64,387,7283,2381,918,1463,32.2,24.4,12.4,5.7,16.0,4043,10.0,2.9,45770,60178,20.5,13,049
0500000US13051,"Chatham County, Georgia",285213,136550,148663,114485,627,8313,415,14057,6986,19358,133715,39871,17490,22381,19.4,13.7,12.3,15.5,9.5,117383,5.8,7.6,66171,92238,14.0,13,051
0500000US13053,"Chattahoochee County, Georgia",5386,2402,2984,787,192,149,71,718,367,1066,2673,908,411,497,6.5,15.4,23.0,21.9,17.1,2031,9.6,1.1,52943,62041,16.9,13,053
0500000US13055,"Chattooga County, Georgia",23046,11224,11822,1234,163,5,0,1078,510,1347,19858,4593,2126,2467,22.3,80.0,22.4,48.9,18.0,9292,6.6,1.2,43556,54605,19.9,13,055
0500000US13057,"Cherokee County, Georgia",266344,131942,134402,18588,1897,5346,119,16430,8428,29561,203425,17662,7455,10207,9.3,5.0,4.3,17.0,5.1,97023,2.9,14.7,100824,121950,6.6,13,057
0500000US13059,"Clarke County, Georgia",118537,56922,61615,32914,574,4079,36,7626,3774,13349,64452,31528,13960,17568,28.7,32.6,21.3,26.1,25.7,53336,10.5,5.1,48692,72456,26.6,13,059
0500000US13061,"Clay County, Georgia",2798,1308,1490,1706,0,44,0,14,0,12,1022,720,262,458,34.4,0.0,0.0,0.0,13.0,1143,6.9,0.2,43264,48429,25.7,13,061
0500000US13063,"Clayton County, Georgia",291605,136142,155463,204680,497,15084,286,18919,15648,39342,24693,49313,19623,29690,16.8,10.1,18.4,18.2,20.4,104820,6.4,2.7,56207,70517,16.9,13,063
0500000US13065,"Clinch County, Georgia",6621,3300,3321,1739,173,11,0,240,128,384,4234,2149,1068,1081,45.7,0.0,45.4,70.1,23.2,2385,18.8,1.0,53350,57046,32.5,13,065
0500000US13067,"Cobb County, Georgia",754716,367574,387142,206541,2901,42407,342,57214,46195,101661,372825,62536,28229,34307,9.7,4.0,10.3,15.6,5.7,291171,3.2,16.6,94244,126092,8.3,13,067
0500000US13069,"Coffee County, Georgia",40233,19708,20525,10688,70,324,0,2624,732,5146,23560,8063,3330,4733,22.8,0.0,28.1,35.2,15.7,14894,9.7,4.1,48398,62361,20.0,13,069
0500000US13071,"Colquitt County, Georgia",45246,22566,22680,10193,597,378,0,1989,4540,9201,24629,11024,5409,5615,39.9,37.0,28.4,39.5,12.7,16539,7.1,3.8,47235,68065,24.4,13,071
0500000US13073,"Columbia County, Georgia",156181,76611,79570,26359,375,6788,5,10313,4017,11428,102501,11234,4973,6261,10.0,11.2,10.4,7.9,5.2,50056,3.2,13.5,92571,114331,7.2,13,073
0500000US13075,"Cook County, Georgia",16957,8207,8750,4589,102,42,0,1224,151,1138,10566,3694,1298,2396,28.7,0.0,13.7,20.7,19.2,6116,8.7,4.8,46706,65744,21.8,13,075
0500000US13077,"Coweta County, Georgia",146607,71382,75225,26347,278,2814,3,7673,2656,11106,101901,12209,5159,7050,12.5,8.6,11.9,18.0,6.2,54177,3.0,12.5,90031,111379,8.3,13,077
0500000US13079,"Crawford County, Georgia",11960,6258,5702,2628,100,0,0,190,262,473,8676,1987,779,1208,31.4,0,8.9,12.3,12.5,4332,7.5,8.0,56948,82870,16.6,13,079
0500000US13081,"Crisp County, Georgia",19734,9835,9899,8891,0,117,0,469,151,796,9561,4648,2163,2485,39.3,29.9,30.3,11.8,10.3,7951,5.6,5.0,47463,67397,23.6,13,081
0500000US13083,"Dade County, Georgia",15071,7490,7581,76,2,118,0,569,65,366,14025,985,424,561,22.4,32.2,5.4,9.0,6.2,6074,1.5,6.2,59531,79211,6.5,13,083
0500000US13085,"Dawson County, Georgia",27200,13928,13272,322,27,212,0,1460,328,1592,24275,2623,1255,1368,0.0,28.3,3.6,1.9,10.2,10343,4.5,12.2,84516,107051,9.6,13,085
0500000US13087,"Decatur County, Georgia",27955,13209,14746,11095,73,141,0,753,1083,1904,13915,6805,2798,4007,30.8,0.0,17.9,58.4,16.4,10295,11.3,2.0,47383,63648,24.3,13,087
0500000US13089,"DeKalb County, Georgia",748744,355849,392895,396113,5093,46861,561,43025,19139,63213,216308,100326,44113,56213,16.1,15.6,14.8,22.4,5.5,284730,4.8,13.7,76044,111453,13.4,13,089
0500000US13091,"Dodge County, Georgia",18310,9035,9275,5177,48,0,0,233,184,718,12061,4090,1748,2342,31.4,0,29.2,18.0,18.3,6608,8.8,3.1,46091,63137,22.3,13,091
0500000US13093,"Dooly County, Georgia",9265,4417,4848,4411,25,0,0,371,184,628,4055,1942,932,1010,27.5,0,46.6,38.9,10.9,3787,6.9,4.8,54109,78644,21.0,13,093
0500000US13095,"Dougherty County, Georgia",81493,37213,44280,56994,108,669,34,2293,1533,2565,19425,21493,9399,12094,31.3,15.8,32.8,43.6,9.8,34041,9.8,3.1,45640,62407,26.4,13,095
0500000US13097,"Douglas County, Georgia",142957,68126,74831,70084,183,2703,0,8744,5074,15372,49991,16579,7617,8962,12.4,4.4,12.6,17.4,8.8,50552,5.5,7.4,76930,95060,11.6,13,097
0500000US13099,"Early County, Georgia",10591,4999,5592,5615,7,0,0,233,98,217,4638,2356,864,1492,29.7,0,12.0,12.9,14.0,4016,6.9,1.7,48355,67361,22.2,13,099
0500000US13101,"Echols County, Georgia",3707,1703,2004,153,4,59,0,727,320,1149,2078,555,154,401,0.0,100.0,0.0,26.6,9.1,1227,8.7,4.0,61184,70181,15.0,13,101
0500000US13103,"Effingham County, Georgia",64821,32106,32715,8795,86,443,109,3796,1277,3591,49004,4290,2063,2227,10.3,9.3,5.2,10.9,5.9,22820,3.8,7.7,79474,98830,6.6,13,103
0500000US13105,"Elbert County, Georgia",19237,9238,9999,5327,148,218,0,723,101,1135,12140,3653,1253,2400,33.3,16.1,8.9,6.7,14.2,7873,7.3,2.8,48190,65608,19.0,13,105
0500000US13107,"Emanuel County, Georgia",21881,11046,10835,6978,84,47,0,1147,341,1036,12879,4674,2166,2508,24.6,6.4,32.0,27.5,18.5,8321,6.3,2.2,47905,62820,21.4,13,107
0500000US13109,"Evans County, Georgia",10247,5140,5107,2744,30,104,0,708,856,1284,5744,2177,997,1180,34.0,0.0,20.5,38.2,12.1,3914,7.8,4.2,55222,66877,21.2,13,109
0500000US13111,"Fannin County, Georgia",25259,12383,12876,34,38,121,0,936,326,697,23542,2973,1237,1736,0.0,16.5,15.0,12.1,11.9,11327,6.2,5.6,54857,80336,11.8,13,111
0500000US13113,"Fayette County, Georgia",118220,57578,60642,29393,119,5571,163,6414,4106,9082,68992,6226,2283,3943,5.9,4.0,5.7,9.5,4.7,42888,2.4,19.5,105910,138756,5.3,13,113
0500000US13115,"Floyd County, Georgia",94347,46278,48069,12689,547,1106,62,6127,3333,11400,66250,16534,7538,8996,35.2,5.6,24.6,22.7,12.6,35996,5.5,5.3,57868,80139,17.5,13,115
0500000US13117,"Forsyth County, Georgia",252232,126133,126099,10208,867,42032,31,17468,6111,24309,166611,11591,5229,6362,3.6,3.1,7.3,10.8,4.0,84662,1.8,26.7,131660,158520,4.6,13,117
0500000US13119,"Franklin County, Georgia",22577,11165,11412,1956,121,310,0,641,656,1234,18663,4162,2041,2121,28.5,23.9,33.1,22.6,16.6,8539,8.4,4.4,52597,71474,18.4,13,119
0500000US13121,"Fulton County, Georgia",1031558,500323,531235,447561,2323,76498,286,51906,28860,75237,397665,128777,56570,72207,19.2,6.8,11.0,16.1,5.4,450856,5.7,18.6,86267,134949,12.5,13,121
0500000US13123,"Gilmer County, Georgia",31230,15531,15699,147,227,116,0,1587,997,3865,26419,4634,2294,2340,15.0,0.0,7.6,19.5,14.3,12868,4.4,4.7,70334,83115,14.8,13,123
0500000US13125,"Glascock County, Georgia",2821,1312,1509,286,0,0,2,25,0,37,2471,438,214,224,6.3,0,28.0,0.0,16.7,1052,3.7,4.8,60469,74995,15.5,13,125
0500000US13127,"Glynn County, Georgia",83105,38780,44325,20306,284,984,92,4069,1772,5704,52776,13638,5922,7716,27.2,0.0,36.1,45.8,8.3,33991,5.5,8.1,65970,95279,16.4,13,127
0500000US13129,"Gordon County, Georgia",57164,28237,28927,1987,1261,677,105,3777,2864,9652,43456,8014,3361,4653,7.1,13.3,7.1,19.9,13.0,20555,4.6,6.0,57555,79038,14.0,13,129
